hub_family,spoke_airport,operator_class,flights_total,meets_min_flights,hotspot_robustness_score,hotspot_score_base,hotspot_score_weather_emphasis,hotspot_score_controllable_cascade_emphasis,hotspot_score_economic_emphasis,norm_cancel,norm_severe_delay,norm_controllable,norm_cascade,norm_weather_sensitivity,norm_economic_burden
CLT,CMH,Envoy_operated,209,True,0.0,0.051490046728971964,0.03668224299065421,0.07827102803738319,0.03724299065420561,0.02102803738317757,0.020560747663551402,0.07149532710280374,0.16542056074766356,0.014485981308411215,0.01588785046728972
CLT,CMH,PSA_operated,3035,True,0.0,0.36424728971962617,0.3500934579439252,0.39794392523364486,0.3583177570093458,0.2308411214953271,0.37850467289719625,0.2906542056074766,0.6065420560747663,0.32897196261682243,0.34953271028037386
CLT,CRW,PSA_operated,4495,True,0.0,0.5635083177570093,0.48719626168224295,0.5950467289719626,0.5649532710280374,0.5523364485981308,0.602803738317757,0.5112149532710281,0.7738317757009345,0.3728971962616822,0.5672897196261683
CLT,CVG,AA_mainline,4223,True,0.0,0.5231575700934579,0.4783177570093458,0.5715887850467289,0.516822429906542,0.29626168224299065,0.6345794392523364,0.46261682242990654,0.8261682242990654,0.411214953271028,0.5074766355140187
CLT,CVG,PSA_operated,3929,True,0.0,0.5833721028037383,0.52696261682243,0.6400467289719626,0.5787383177570093,0.3644859813084112,0.6700934579439253,0.7308411214953271,0.719626168224299,0.4425233644859813,0.5719626168224299
CLT,DAB,AA_mainline,797,True,0.0,0.4716675233644859,0.3954672897196262,0.5648130841121495,0.4182710280373832,0.16822429906542055,0.6322429906542056,0.7355140186915888,0.6738317757009346,0.28130841121495326,0.3383177570093458
CLT,DAB,PSA_operated,4817,True,0.0,0.40272850467289717,0.3372897196261682,0.3978504672897196,0.4285046728971963,0.7121495327102804,0.21588785046728973,0.2766355140186916,0.5046728971962616,0.23925233644859814,0.4672897196261682
CLT,DAY,PSA_operated,5324,True,0.0,0.38933018691588783,0.30644859813084113,0.47130841121495326,0.3651401869158879,0.09813084112149532,0.5373831775700935,0.5897196261682243,0.5990654205607476,0.1822429906542056,0.32897196261682243
CLT,DCA,AA_mainline,10158,True,0.0,0.5825152336448598,0.5838317757009347,0.5817757009345795,0.5883177570093459,0.4850467289719626,0.6644859813084112,0.5046728971962616,0.6570093457943925,0.585981308411215,0.597196261682243
CLT,DCA,PSA_operated,2527,True,0.0,0.5630409345794392,0.7014953271028037,0.5682242990654206,0.49252336448598133,0.2841121495327103,0.6448598130841121,0.41962616822429905,0.7327102803738318,0.9093457943925234,0.38691588785046727
CLT,DEN,AA_mainline,6906,True,0.0,0.33620429906542054,0.2693457943925234,0.4016822429906542,0.3160747663551402,0.13551401869158877,0.4261682242990654,0.4897196261682243,0.5102803738317757,0.1691588785046729,0.28598130841121494
CLT,DFW,AA_mainline,7399,True,0.0,0.4028842990654205,0.3878504672897196,0.4128971962616822,0.36317757009345797,0.42429906542056073,0.4672897196261682,0.44485981308411215,0.411214953271028,0.36542056074766355,0.3037383177570093
CLT,DSM,AA_mainline,2736,True,0.0,0.5947450934579439,0.5012616822429906,0.6455607476635513,0.6371495327102803,0.4046728971962617,0.6570093457943925,0.802803738317757,0.6411214953271028,0.36121495327102804,0.7009345794392523
CLT,DSM,PSA_operated,355,True,0.0,0.5979388785046729,0.6158878504672898,0.5633644859813085,0.6786915887850468,0.9570093457943926,0.16355140186915887,0.6233644859813084,0.4,0.6429906542056075,0.8
CLT,DTW,AA_mainline,8590,True,0.0,0.3443056074766355,0.254766355140187,0.4089719626168224,0.35345794392523366,0.20747663551401868,0.3579439252336449,0.4,0.6121495327102804,0.1205607476635514,0.36728971962616824
CLT,DTW,SkyWest_unresolved,104,True,0.0,0.5166142056074766,0.688785046728972,0.508785046728972,0.3876635514018692,0.02102803738317757,0.9420560747663551,0.9906542056074766,0.003738317757009346,0.947196261682243,0.19439252336448598
