module,operator_class,hub_family,weather_bucket,period_flag,flights_total,cancelled_count,operated_count,severe_delay_count,controllable_cancel_count,controllable_severe_delay_count,late_arriving_severe_delay_count,carrier_delay_minutes_sum,late_aircraft_delay_minutes_sum,cancellation_rate,severe_delay_rate,controllable_cancel_rate,controllable_severe_delay_rate,late_arriving_severe_delay_rate,weather_fragility_rate,baseline_label,excess_cancelled_vs_baseline,excess_controllable_delay_minutes,excess_cascade_delay_minutes,economic_burden_proxy_usd,economic_burden_proxy_usd_per_1000_flights,combined_fragility_score
hub_spoke,SkyWest_unresolved,ORD,unknown,baseline,3137,5,3124,242,0,137,115,26080.0,15445.0,0.0016,0.0775,0.0,0.0439,0.0368,0.0787,aa_system_average,-24.26,6664.1,-11651.9,-513329.42,-163637.05,0.0399
hub_spoke,SkyWest_unresolved,ORD,unknown,recent,3980,222,3746,610,1,223,220,45107.0,42290.0,0.0558,0.1628,0.0003,0.0595,0.0587,0.209,aa_system_average,30.63,19213.8,661.4,2026827.44,509253.12,0.0842
hub_spoke,SkyWest_unresolved,PHL,adverse,baseline,19,1,18,3,0,1,0,78.0,0.0,0.0526,0.1667,0.0,0.0556,0.0,0.2105,aa_system_average,-0.29,-101.5,-238.9,-34646.7,-1823510.46,0.0687
hub_spoke,SkyWest_unresolved,PHL,adverse,recent,18,0,18,6,0,2,0,629.0,0.0,0.0,0.3333,0.0,0.1111,0.0,0.3333,aa_system_average,-1.6,413.4,-286.2,12464.51,692472.77,0.1111
hub_spoke,SkyWest_unresolved,PHL,benign,baseline,267,2,264,24,0,23,0,3093.0,0.0,0.0075,0.0909,0.0,0.0871,0.0,0.0974,aa_system_average,-1.34,1433.0,-2379.3,-96466.84,-361299.01,0.0464
hub_spoke,SkyWest_unresolved,PHL,benign,recent,133,0,133,12,0,9,0,3213.0,0.0,0.0,0.0902,0.0,0.0677,0.0,0.0902,aa_system_average,-2.22,2267.1,-1333.0,94222.71,708441.4,0.0395
hub_spoke,SkyWest_unresolved,PHL,marginal,baseline,88,1,87,11,0,9,0,955.0,0.0,0.0114,0.1264,0.0,0.1034,0.0,0.1364,aa_system_average,-1.0,316.8,-1028.4,-72547.71,-824405.76,0.0603
hub_spoke,SkyWest_unresolved,PHL,marginal,recent,62,0,62,12,0,8,0,1366.0,0.0,0.0,0.1935,0.0,0.129,0.0,0.1935,aa_system_average,-2.6,833.7,-762.8,6469.04,104339.4,0.0806
hub_spoke,SkyWest_unresolved,PHL,unknown,baseline,13,0,13,2,0,2,0,173.0,0.0,0.0,0.1538,0.0,0.1538,0.0,0.1538,aa_system_average,-0.29,101.3,-92.7,798.5,61423.31,0.0769
hub_spoke,SkyWest_unresolved,PHL,unknown,recent,7,0,7,3,0,3,0,298.0,0.0,0.0,0.4286,0.0,0.4286,0.0,0.4286,aa_system_average,-0.27,253.7,-75.0,18068.46,2581207.94,0.2143
